id,fusion_mode,available_pillars,missing_pillars,raw_weights,effective_weights,pillar_scores,weighted_contributions,reconstructed_h_score,stored_h_score,absolute_error
med_0075,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0076,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
med_0077,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1333, ""cg"": null, ""cf"": null}","{""p1"": 0.1333, ""p2"": 0.0, ""p3"": 0.0}",0.1333,0.1333,0.0000000000e+00
med_0078,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
med_0079,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0080,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
med_0081,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1333, ""cg"": null, ""cf"": null}","{""p1"": 0.1333, ""p2"": 0.0, ""p3"": 0.0}",0.1333,0.1333,0.0000000000e+00
med_0082,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
med_0083,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0084,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
med_0085,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1333, ""cg"": null, ""cf"": null}","{""p1"": 0.1333, ""p2"": 0.0, ""p3"": 0.0}",0.1333,0.1333,0.0000000000e+00
med_0086,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
med_0087,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0088,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
med_0089,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1333, ""cg"": null, ""cf"": null}","{""p1"": 0.1333, ""p2"": 0.0, ""p3"": 0.0}",0.1333,0.1333,0.0000000000e+00
med_0090,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
med_0091,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0092,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
med_0093,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1333, ""cg"": null, ""cf"": null}","{""p1"": 0.1333, ""p2"": 0.0, ""p3"": 0.0}",0.1333,0.1333,0.0000000000e+00
med_0094,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
med_0095,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0096,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
med_0097,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1333, ""cg"": null, ""cf"": null}","{""p1"": 0.1333, ""p2"": 0.0, ""p3"": 0.0}",0.1333,0.1333,0.0000000000e+00
med_0098,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
med_0099,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0047, ""cg"": null, ""cf"": null}","{""p1"": 0.0047, ""p2"": 0.0, ""p3"": 0.0}",0.0047,0.0047,0.0000000000e+00
med_0100,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5006, ""cg"": null, ""cf"": null}","{""p1"": 0.5006, ""p2"": 0.0, ""p3"": 0.0}",0.5006,0.5006,0.0000000000e+00
law_0101,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0102,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0103,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0104,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0105,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0106,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0107,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0108,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0109,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0110,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0111,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0112,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0113,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0114,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0115,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0116,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0117,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0118,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0119,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0120,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0121,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0122,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0123,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0124,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0125,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0126,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0127,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0128,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0129,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0130,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0131,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0132,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0133,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0134,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0135,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0136,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0137,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0138,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0139,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0140,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0141,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0142,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0143,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0144,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
law_0145,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0025, ""cg"": null, ""cf"": null}","{""p1"": 0.0025, ""p2"": 0.0, ""p3"": 0.0}",0.0025,0.0025,0.0000000000e+00
law_0146,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
law_0147,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1438, ""cg"": null, ""cf"": null}","{""p1"": 0.1438, ""p2"": 0.0, ""p3"": 0.0}",0.1438,0.1438,0.0000000000e+00
law_0148,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9782, ""cg"": null, ""cf"": null}","{""p1"": 0.9782, ""p2"": 0.0, ""p3"": 0.0}",0.9782,0.9782,0.0000000000e+00
